DateTime,FluX_tNr,Nr_F,Nr_qc,Nr_C,Nox_C,NEE,NEE_qc,Rg,Temp,RH,VPD,Precip,ws,wd,ustar,IP_lin_hhs,IP_mov_hhs,WDM_hhs,FDA_hh6_hhs,MDA_hh5_hhs,MDC_d3_hhs,MDC_d7_hhs,LUT_V1_d3_hhs,LUT_V1_d7_hhs,LUT_V1V2_d3_hhs,LUT_V1V2_d7_hhs,LUT_V1V2V3_d3_hhs,LUT_V1V2V3_d7_hhs,LUT_MDS_d7_hhs,IP_lin_days,IP_mov_days,WDM_days,FDA_hh6_days,MDA_hh5_days,MDC_d3_days,MDC_d7_days,LUT_V1_d3_days,LUT_V1_d7_days,LUT_V1V2_d3_days,LUT_V1V2_d7_days,LUT_V1V2V3_d3_days,LUT_V1V2V3_d7_days,LUT_MDS_d7_days,ANN_CRU_hhs,ANN_all_hhs,ANN_CRU_days,ANN_all_days,IP_lin_real,IP_mov_real,WDM_real,FDA_hh6_real,MDA_hh5_real,MDC_d3_real,MDC_d7_real,LUT_V1_d3_real,LUT_V1_d7_real,LUT_V1V2_d3_real,LUT_V1V2_d7_real,LUT_V1V2V3_d3_real,LUT_V1V2V3_d7_real,LUT_MDS_d7_real,ANN_CRU_real,ANN_all_real
2016-07-14 00:30:00,-2.95553,-2.95553,0,3.55,1.03824,NA,2,0,10.2398,96.8812,0.389629,0.6,1.30478,241.577,0.286263,-3.56967,-3.23382,-7.81803,-7.38884,-3.56967,-12.062,-16.4819,-7.60151,-9.00871,-9.63315,-8.71334,-5.13572,-6.27424,-12.1182,-11.77,-9.28891,-12.3653,-30.8124,-8.87044,-12.062,-16.4819,-6.39833,-9.41549,-5.39609,-6.62274,-6.071,-6.73632,-14.3209,-2.53,0.33,-2.402,-2.051,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553,-2.95553
2016-07-14 01:00:00,NA,NA,2,3.63,1.06304,NA,0,0,10.3054,96.4752,0.442288,0,1.05942,269.169,0.320931,-3.2626,-3.14105,-7.41283,-6.28051,-3.14105,-10.306,-7.80466,-7.75485,-8.8663,-8.95558,-8.51177,-4.81522,-6.25364,-11.6693,-11.77,-9.28891,-12.3653,-30.8124,-8.46358,-10.306,-7.80466,-6.94158,-9.1306,-5.36943,-6.85764,-5.69356,-6.94263,-13.8289,-3.26,-7.1,-3.348,-5.667,-3.2626,-3.14105,-7.41283,-6.28051,-3.14105,-10.306,-7.80466,-7.75485,-8.8663,-8.95558,-8.51177,-4.81522,-6.25364,-11.6693,-3.26,-7.1
2016-07-14 01:30:00,-3.56967,-3.56967,1,3.5,1.00989,NA,2,0,10.3387,94.14,0.736952,0.7,2.20205,298.01,0.395343,-2.91715,-2.92675,-7.7622,-7.18412,-2.92675,-10.5555,-9.67266,-10.059,-10.4985,-9.64387,-8.68563,3.28179,-2.48534,-11.8577,-11.77,-9.28891,-12.3653,-30.8124,-8.46358,-10.5555,-9.67266,-5.99143,-9.43938,-4.70582,-6.4837,-5.57521,-9.28242,-13.8289,-2.68,4.87,-3.048,-0.276,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967,-3.56967
2016-07-14 02:00:00,-2.89796,-2.89796,1,3.53,1.09139,NA,1,0.1,10.2374,93.8745,0.765132,0.7,1.63118,282.697,0.349542,-7.61274,-9.63427,-7.82327,-7.40803,-9.63427,-6.58918,-5.71435,-7.54317,-9.14185,-9.63653,-8.7154,2.29479,-1.84881,-12.1196,-11.77,-9.28891,-12.3653,-30.8124,-30.8124,-6.58918,-5.71435,-6.15943,-9.64254,-5.39609,-6.62274,-5.57521,-7.05709,-14.3209,-2.6,2.98,-2.762,-0.837,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796,-2.89796
2016-07-14 02:30:00,NA,NA,2,3.83,1.09139,NA,1,0.1,10.1109,95.5019,0.557119,0,0.580934,285.187,0.214775,-9.29842,-10.4835,-7.41283,-6.28051,-10.4835,-13.6645,-13.6645,-7.448,-9.07773,-7.85826,-7.68917,-6.80096,-6.62447,-11.9866,-11.77,-9.28891,-12.3653,-30.8124,-23.1005,-13.6645,-13.6645,-7.13572,-9.54803,-6.36783,-6.78131,-4.98986,-5.55477,-14.3209,-4.38,-7.73,-4.12,-5.846,-9.29842,-10.4835,-7.41283,-6.28051,-10.4835,-13.6645,-13.6645,-7.448,-9.07773,-7.85826,-7.68917,-6.80096,-6.62447,-11.9866,-4.38,-7.73
2016-07-14 03:00:00,-15.6989,-15.6989,1,4.01,1.09139,NA,2,0,10.0386,96.1875,0.469919,0.39,0.624451,180.238,0.155646,-14.1443,-11.3327,-6.65955,-3.14105,-11.3327,-21.5204,-16.2727,-7.4668,-10.5845,-7.27368,-8.33384,-5.98488,-8.01036,-11.5987,-11.77,-9.28891,-12.3653,-30.8124,-19.4365,-21.5204,-16.2727,-7.82445,-11.7162,-6.92184,-8.58114,-6.40153,-8.52566,-13.894,-5.33,-4.93,-4.97,-5.671,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989,-15.6989
2016-07-14 03:30:00,-19.7675,-19.7675,1,4.04,1.1162,NA,1,0,9.99935,96.5822,0.420159,0,0.407007,136.617,0.176065,-15.363,-10.9841,-6.28967,7.98378,-15.6989,-6.97301,-5.60736,-7.64033,-10.7574,-7.64719,-8.33307,-6.63935,-7.92478,-11.2977,-11.77,-9.28891,-12.3653,-5.35451,-18.4385,-6.97301,-5.60736,-8.17251,-11.9279,-7.78488,-8.6595,-7.22708,-8.41329,-13.894,-5.46,-9.62,-5.22,-8.173,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675,-19.7675
2016-07-14 04:00:00,NA,NA,1,4.29,1.14454,NA,1,0,10.0318,95.7846,0.519337,0,0.662769,139.418,0.0842,-17.9635,-16.6073,-7.41283,1.04595,-16.6073,-9.48074,-11.9085,-9.24405,-13.1389,-7.88613,-9.28832,-7.8081,-11.0556,-11.694,-11.77,-9.28891,-12.3653,-5.35451,-10.0296,-9.48074,-11.9085,-11.3839,-14.4797,-8.15011,-9.68748,-7.30727,-11.7351,-13.894,-6.44,-8.23,-6.064,-7.837,-17.9635,-16.6073,-7.41283,1.04595,-16.6073,-9.48074,-11.9085,-9.24405,-13.1389,-7.88613,-9.28832,-7.8081,-11.0556,-11.694,-6.44,-8.23
2016-07-14 04:30:00,NA,NA,2,4.15,1.1162,NA,2,0.2,9.90762,96.4664,0.431734,0,0.6041,151.293,0.211856,-16.1595,3.21142,-7.41283,1.04595,3.21142,-4.47168,-5.20097,-8.00155,-12.0932,-8.38075,-9.44986,-6.54714,-9.00516,-11.4902,-11.77,-9.28891,-12.3653,-5.35451,-2.93634,-4.47168,-5.20097,-8.89965,-13.4277,-7.78488,-9.53142,-5.91929,-9.2527,-13.894,-6.11,-10.28,-6.104,-8.992,-16.1595,3.21142,-7.41283,1.04595,3.21142,-4.47168,-5.20097,-8.00155,-12.0932,-8.38075,-9.44986,-6.54714,-9.00516,-11.4902,-6.11,-10.28
2016-07-14 05:00:00,-14.3555,-14.3555,0,4.18,0.985087,NA,1,2.6,9.88239,97.4696,0.308642,0.1,0.502351,139.265,0.169757,27.8761,19.1534,-6.78168,6.17975,19.1534,7.87823,-5.80743,-7.87404,-12.0514,-7.88782,-9.20212,-7.07217,-9.25063,-11.4236,-11.77,-9.28891,-12.3653,-5.35451,-4.89007,7.87823,-5.80743,-9.02278,-13.4459,-7.78488,-9.53142,-7.22708,-9.69885,-13.894,-6.32,-9.25,-6.124,-8.406,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555,-14.3555
2016-07-14 05:30:00,43.7573,43.7573,0,3.65,1.46346,NA,0,8.6,9.82769,95.8719,0.501669,0.3,2.27469,288.463,0.440256,-9.90296,-8.12452,-9.36417,-13.1912,-8.12452,-18.9551,-17.7844,-8.55661,-9.51865,-10.9117,-9.79982,-2.42584,-5.24655,-12.7877,-11.77,-9.28891,-11.4994,-5.35451,-8.11428,-18.9551,-17.7844,-6.9062,-9.32994,-6.17975,-7.02732,-3.81916,-3.81916,-13.8299,-5.07,-1.97,-5.51,-4.749,43.7573,43.7573,43.7573,43.7573,43.7573,43.7573,43.7573,43.7573,43.7573,43.7573,43.7573,43.7573,43.7573,43.7573,43.7573,43.7573
2016-07-14 06:00:00,-5.45047,-5.45047,0,3.61,1.67607,NA,2,13.9,9.8218,94.4148,0.678473,0.9,2.23007,286.065,0.443202,19.5948,-15.0943,-7.54166,3.21142,-15.0943,-18.0978,-36.5891,-8.00368,-8.74252,-7.93455,-7.88907,7.4157,0.904413,-10.7349,-11.77,-9.28891,-11.4994,-5.35451,-10.1102,-18.0978,-36.5891,-7.41064,-8.90307,-7.16813,-7.54509,-3.81916,-3.81916,-13.8299,-4.95,4.39,-5.26,-1.368,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047
2016-07-14 06:30:00,-4.56764,-4.56764,1,3.67,1.91702,NA,2,44.7,9.8813,95.0687,0.601434,0.5,2.15478,272.503,0.332513,-45.331,-16.764,-7.57436,12.3979,-16.764,-20.7975,-20.1674,-7.87429,-9.21509,-3.65572,-5.04051,-5.29693,-6.70657,-9.01348,-11.77,-9.28891,-11.4994,-15.4724,-16.954,-20.7975,-20.1674,-7.25118,-9.53349,-6.78669,-7.32656,-6.10539,-7.33578,-15.315,-6.19,1.46,-5.542,-3.302,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764,-4.56764
2016-07-14 07:00:00,-85.2115,-85.2115,0,3.62,2.12963,NA,0,49,9.50903,94.4676,0.658062,0.69,3.40762,277.593,0.79238,-12.3595,19.9978,-4.58755,28.5267,19.9978,-8.52755,-37.4656,-6.34655,-8.10285,-0.00426484,-2.82503,6.14137,6.14137,-6.32139,-11.77,-9.28891,-11.4994,-15.4724,-16.1288,-8.52755,-37.4656,-6.94158,-9.1306,-6.33489,-7.20573,-26.8429,-26.8429,-13.1628,-16.96,-8.5,-17.012,-12.617,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115,-85.2115
2016-07-14 07:30:00,-20.1514,-20.1514,0,3.56,1.86387,NA,0,45.5,9.17562,93.8848,0.711205,0.9,3.30248,283.112,0.762148,12.4747,13.2039,-6.99718,15.5146,13.2039,-23.8042,-31.9927,-7.36542,-8.23903,-0.87846,-3.0393,-26.3887,-26.3887,-6.20771,-11.77,-9.28891,-11.4994,-15.4724,-15.4724,-23.8042,-31.9927,-6.74541,-8.50748,-5.56562,-6.42675,-26.8429,-26.8429,-11.3743,-14.57,-4.33,-14.758,-9.488,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514,-20.1514
2016-07-14 08:00:00,110.161,110.161,0,4.12,1.75757,NA,1,69.4,9.29715,92.586,0.869373,0.9,2.80935,294.758,0.456128,6.14137,-12.0428,-11.8236,-10.5478,-12.0428,-9.45515,-32.9619,-9.64602,-12.85,-15.6139,-18.935,-2.78281,-4.0533,-15.2396,-11.77,-9.28891,-11.4994,-15.4724,-13.1991,-9.45515,-32.9619,-8.26778,-13.1231,-10.9537,-17.778,3.42573,-0.761274,-16.4035,-12.74,2.23,-12.32,-5.436,110.161,110.161,110.161,110.161,110.161,110.161,110.161,110.161,110.161,110.161,110.161,110.161,110.161,110.161,110.161,110.161
2016-07-14 08:30:00,32.4341,32.4341,0,3.51,1.91702,NA,0,62.5,9.4809,89.916,1.19719,0.79,2.92754,303.882,0.710802,67.4591,28.116,-8.94479,4.99754,28.116,-43.9236,-33.9727,-10.8417,-10.9542,-14.5195,-12.5736,-36.1381,-36.1381,-11.5625,-11.77,-9.28891,-11.4994,-15.4724,-12.7817,-43.9236,-33.9727,-5.99143,-9.43938,-5.82471,-4.50687,-8.11812,NA,-18.9231,-11.73,-2.5,-11.536,-6.76,32.4341,32.4341,32.4341,32.4341,32.4341,32.4341,32.4341,32.4341,32.4341,32.4341,32.4341,32.4341,32.4341,32.4341,32.4341,32.4341
2016-07-14 09:00:00,24.7574,24.7574,0,3.61,1.70796,NA,0,133.5,9.40459,93.0013,0.826634,0.3,2.01587,276.644,0.460796,15.0655,32.1702,-8.66047,6.53288,32.1702,-10.3511,-26.7663,-8.56309,-9.05077,-11.5269,-9.66786,-0.418381,-1.8712,-15.6269,-11.77,-9.28891,-11.4994,-15.4724,-15.9612,-10.3511,-26.7663,-7.41064,-8.90307,-3.76927,-2.96033,2.77001,-0.206312,-14.8784,-9.52,-5.38,-8.238,-6.971,24.7574,24.7574,24.7574,24.7574,24.7574,24.7574,24.7574,24.7574,24.7574,24.7574,24.7574,24.7574,24.7574,24.7574,24.7574,24.7574
2016-07-14 09:30:00,-2.30301,-2.30301,1,3.55,1.78591,NA,1,164.4,9.30485,93.6427,0.745842,1.1,2.12138,280.043,0.659489,6.57318,9.70145,-7.65823,-8.6459,9.70145,5.48885,-8.77064,-7.61483,-9.01639,-8.59898,-8.18625,-17.0338,-17.0338,-12.7644,-11.77,-9.28891,-11.4994,-13.1016,-17.1575,5.48885,-8.77064,-6.39833,-9.41549,-0.241816,-1.45035,-20.5352,-20.5352,-14.3099,-11.68,-1.39,-9.972,-4.291,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301,-2.30301
2016-07-14 10:00:00,-11.611,-11.611,0,3.71,1.99852,NA,1,148.9,9.35637,92.4632,0.8873,1.19,3.06631,288.326,0.611691,-4.53886,5.22656,-7.31349,-6.31889,5.22656,-26.9389,-13.9371,-7.78394,-9.18665,-9.3464,-8.06908,-15.6605,-15.6605,-13.3556,-11.77,-9.28891,-11.4994,-13.1016,-16.5721,-26.9389,-13.9371,-7.28456,-9.57799,-4.29512,-2.45381,-10.4595,-10.4595,-15.4494,-12.78,4.34,-11.4,-2.884,-11.611,-11.611,-11.611,-11.611,-11.611,-11.611,-11.611,-11.611,-11.611,-11.611,-11.611,-11.611,-11.611,-11.611,-11.611,-11.611
2016-07-14 10:30:00,-6.7747,-6.7747,0,3.46,1.90167,NA,0,135.5,9.4957,89.6881,1.22547,0.4,3.23953,303.896,0.583755,-10.1077,-7.005,-7.49261,-7.52798,-7.005,-13.0888,-17.3686,-10.0369,-10.4853,-9.42169,-8.58558,-26.5086,-26.5086,-13.7131,-11.77,-9.28891,-11.4994,-13.1016,-13.1016,-13.0888,-17.3686,-5.86757,-9.44089,-2.0967,-1.2206,2.02473,2.02473,-14.8784,-8.6,0.57,-7.204,-3.785,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747,-6.7747
2016-07-14 11:00:00,NA,NA,2,3.49,1.80481,NA,1,108.8,9.66927,88.7996,1.3467,0.2,3.0735,304.509,0.732533,-6.93783,-8.6459,-7.46697,-7.37732,-8.6459,-17.7652,-17.6104,-9.96596,-10.4443,-8.17717,-7.42996,7.31847,7.31847,-2.7924,-11.77,-9.28891,-11.4994,-13.1016,-13.1016,-17.7652,-17.6104,-5.86757,-9.4725,-9.82619,-7.40419,NA,NA,-14.6401,-12.5,-9.12,-11.36,-9.736,-6.93783,-8.6459,-7.46697,-7.37732,-8.6459,-17.7652,-17.6104,-9.96596,-10.4443,-8.17717,-7.42996,7.31847,7.31847,-2.7924,-12.5,-9.12
2016-07-14 11:30:00,-7.10096,-7.10096,0,3.54,1.70796,NA,2,209.3,9.86681,90.7723,1.12434,0.3,2.47883,297.121,0.674346,-8.32284,-35.1657,-7.48053,-7.44641,-35.1657,-15.814,-19.4893,-7.51691,-8.95994,-5.09702,-5.5479,-8.65549,-8.65549,-10.5962,-11.77,-9.28891,-11.4994,-13.1016,-9.5767,-15.814,-19.4893,-6.39833,-9.41549,0.890499,-1.08434,-22.4544,-22.4544,-11.8186,-12.3,-7.5,-10.232,-7.653,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096,-7.10096
2016-07-14 12:00:00,-9.0969,-9.0969,0,3.53,1.97372,NA,0,213.2,10.2842,89.9572,1.25838,0.6,2.2881,296.367,0.618807,-48.3633,-36.5987,-7.40661,-6.94742,-36.5987,-11.7646,-12.5466,-7.41402,-9.06717,-4.09936,-4.72292,-8.2563,-8.2563,-8.26232,-11.77,-9.28891,-11.4994,-13.1016,-10.0949,-11.7646,-12.5466,-6.15943,-9.64254,3.728,0.790701,-11.7838,-11.7838,-7.55879,-11.28,-2.69,-9.35,-4.906,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969,-9.0969
2016-07-14 12:30:00,-89.6256,-89.6256,0,3.53,1.7363,NA,1,335.2,10.4904,87.8484,1.54377,0.2,2.39905,308.087,0.54147,-11.0833,-10.5219,-4.42406,-25.1451,-10.5219,-21.5908,-17.3638,-5.73634,-8.09694,-20.4009,-20.4009,-20.4009,-20.4009,-5.15162,-11.77,-9.28891,-11.4994,-11.0353,-10.1013,-21.5908,-17.3638,-6.15943,-9.64254,-20.4009,-20.4009,-20.4009,-20.4009,-5.15162,-12.88,-3.29,-11.526,-6.19,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256,-89.6256
2016-07-14 13:00:00,-13.0696,-13.0696,1,3.59,1.43865,NA,1,227,10.3057,90.0457,1.2491,0.2,2.60716,291.758,0.698458,-51.2229,-28.5574,-7.25947,-40.4563,-28.5574,-10.6514,-0.287877,-7.62467,-8.55262,-7.96246,-8.26206,-7.39523,-7.39523,-7.82877,-11.77,-9.28891,-11.4994,-11.0353,-11.0353,-10.6514,-0.287877,-6.74687,-8.74228,-5.50804,-6.59813,-33.6816,-33.6816,-6.51801,-13.72,-10.6,-11.552,-9.632,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696,-13.0696
2016-07-14 13:30:00,-12.8201,-12.8201,0,3.64,1.83907,NA,0,197.1,9.9112,92.3749,0.931853,0.59,2.86564,282.028,0.586577,-7.87823,-48.7039,-7.26871,-40.5062,-48.7039,-20.7079,-1.32423,-7.66275,-8.82676,-4.62079,-5.07348,-7.75988,-7.75988,-9.95418,-11.77,-9.28891,-11.4994,-11.0353,-11.0353,-20.7079,-1.32423,-6.94158,-9.1306,4.11664,1.10161,-10.4595,-10.4595,-11.8186,-12.23,-1.93,-10.558,-5.609,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201,-12.8201
2016-07-14 14:00:00,-2.68685,-2.68685,0,3.6,2.02333,NA,0,123.3,10.1282,90.9677,1.12,1.08,2.92713,294.054,0.558928,-51.1269,-30.7596,-7.64402,-42.5328,-30.7596,-13.3095,-14.6113,-7.91353,-8.70088,-12.5846,-10.2333,-18.1554,-18.1554,-16.6285,-11.77,-9.28891,-11.4994,-11.0353,-11.0353,-13.3095,-14.6113,-7.02328,-8.80088,-11.6238,-6.61797,7.86863,7.86863,-20.3121,-9.9,5.97,-8.732,-1.367,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685,-2.68685
2016-07-14 14:30:00,-89.4337,-89.4337,1,3.68,1.86741,NA,0,140.3,10.1992,92.4244,0.943854,0.49,2.9888,278.496,0.629226,-5.20097,-7.06258,-4.43117,-25.1835,-7.06258,-15.7948,-37.9901,-6.48305,-8.44358,-4.16342,-3.46198,-6.28771,-6.28771,-8.83343,-11.77,-9.28891,-11.4994,-11.0353,-10.5235,-15.7948,-37.9901,-7.25118,-9.53349,-4.86512,-3.11147,-10.4595,-10.4595,-13.4616,-12.58,-5.12,-11.244,-7.83,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337,-89.4337
2016-07-14 15:00:00,-7.7151,-7.7151,0,3.59,1.73276,NA,1,161.7,10.2866,91.0199,1.1254,1.37,2.0816,298.138,0.463951,-47.231,-25.9713,-7.45778,-41.5272,-25.9713,2.43736,1.8616,-7.72764,-8.60839,-8.25134,-7.68098,9.52392,9.52392,-11.9587,-11.77,-9.28891,-11.4994,-11.0353,-9.63427,2.43736,1.8616,-6.74687,-8.74228,-0.241816,0.134342,8.01257,8.01257,-12.3625,-10.15,7.86,-8.71,0.116,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151,-7.7151
2016-07-14 15:30:00,-5.02825,-5.02825,0,3.65,1.73276,NA,2,152.5,10.6133,87.8659,1.55425,1.07,3.38738,318.72,0.698312,-7.22571,-27.3339,-7.5573,-7.17005,-27.3339,-11.755,-11.5487,-7.72973,-9.05402,-9.75782,-8.43479,-22.9572,-22.9572,-12.5223,-11.77,-9.28891,-11.4994,-9.97013,-9.97013,-11.755,-11.5487,-6.9062,-9.32994,-4.29512,-2.45381,NA,NA,-12.8664,-14.06,4.47,-12.45,-2.728,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825,-5.02825
2016-07-14 16:00:00,-6.73632,-6.73632,0,3.61,1.43865,NA,1,281,10.1318,89.0544,1.35757,0.1,3.20253,296.182,0.675435,-5.23936,-8.20449,-7.49404,-6.82844,-8.20449,-8.74186,-16.9591,-7.97987,-8.7294,-11.4959,-9.48074,-26.5358,-23.4811,-5.47514,-11.77,-9.28891,-11.4994,-9.97013,-9.97013,-8.74186,-16.9591,-7.41064,-8.90307,-11.4959,-9.48074,-26.5358,-23.4811,-5.47514,-14.03,-7.96,-11.964,-8.358,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632,-6.73632
2016-07-14 16:30:00,-5.45047,-5.45047,1,3.61,1.304,NA,1,119.8,9.77644,92.6132,0.894596,0.39,2.60057,285.016,0.688315,-10.6802,-8.09413,-7.54166,-7.08561,-8.09413,10.2676,3.33937,-8.00368,-8.74252,-12.3333,-10.0359,-27.094,-27.094,-16.4558,-11.77,-9.28891,-11.4994,-9.97013,-9.807,10.2676,3.33937,-7.41064,-8.90307,-11.6238,-6.61797,NA,NA,-20.3121,-12.89,-9.14,-11.688,-9.643,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047,-5.45047
2016-07-14 17:00:00,-14.6241,-14.6241,0,3.6,1.78591,NA,1,184.7,9.56978,89.5995,1.24218,0.78,4.47346,319.446,0.910938,-5.71915,-5.30653,-7.20189,-5.25087,-5.30653,3.20503,4.6588,-7.6883,-8.57782,-10.2983,-10.3396,NA,NA,-14.1117,-11.77,-9.28891,-11.4994,-9.97013,-10.0949,3.20503,4.6588,-7.02328,-8.80088,4.11664,1.10161,NA,NA,-12.1477,-21.92,-4.19,-19.128,-9.435,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241,-14.6241
2016-07-14 17:30:00,-5.98784,-5.98784,1,3.66,1.38904,NA,2,187.8,9.22098,90.3171,1.1296,0,4.10835,317.425,0.656877,-8.83782,-7.7087,-7.52176,-6.97813,-7.7087,-1.32423,-6.74783,-7.85101,-9.18466,-11.1669,-12.543,-18.8079,-18.8079,-16.0802,-11.77,-9.28891,-11.4994,-9.97013,-9.21845,-1.32423,-6.74783,-7.25118,-9.51299,4.11664,-4.64761,-20.5352,-20.5352,-13.6799,-13.5,-4.93,-11.718,-8.179,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784,-5.98784
2016-07-14 18:00:00,-3.05149,-3.05149,0,3.6,1.70441,NA,1,43.8,9.48149,85.6857,1.6995,0,3.55221,336.527,0.640236,-5.06023,-7.939,-7.63051,-7.5654,-7.939,-5.34171,-6.07228,-7.90665,-8.69712,-2.59969,-4.63919,32.4341,32.4341,-7.84024,-11.77,-9.28891,-11.4994,-9.97013,-9.55751,-5.34171,-6.07228,-7.02328,-8.80088,-6.23733,-7.278,-25.2468,-25.2468,-13.3331,-10.28,-7.55,-10.466,-9.863,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149,-3.05149
2016-07-14 18:30:00,NA,NA,2,3.59,1.35715,4.02484,1,111.9,9.33689,83.6793,1.9189,0,2.78601,332.839,0.665424,-3.12826,-6.75551,-7.46697,-5.99167,-6.75551,-5.82151,-9.75326,-7.72741,-8.59918,-0.25717,-0.482993,-14.3107,-14.3107,-3.87994,-11.77,-9.28891,-11.4994,-12.1292,-12.7894,-5.82151,-9.75326,-6.74687,-8.74228,-9.82619,-6.30587,NA,NA,-15.0409,-11.84,-9.92,-10.768,-9.739,-3.12826,-6.75551,-7.46697,-5.99167,-6.75551,-5.82151,-9.75326,-7.72741,-8.59918,-0.25717,-0.482993,-14.3107,-14.3107,-3.87994,-11.84,-9.92
2016-07-14 19:00:00,-3.20503,-3.20503,0,3.62,1.06659,3.81124,0,66.3,9.1592,84.4955,1.8012,0,2.22446,324.211,0.473396,-10.8689,-3.84475,-7.62482,-6.68834,-3.84475,-5.93666,-6.73632,-7.83757,-8.92291,-2.00074,-2.45911,29.2227,19.6332,-7.14208,-11.77,-9.28891,-11.4994,-12.1292,-12.4516,-5.93666,-6.73632,-6.94158,-9.1306,-7.76883,-6.46523,-8.42519,-8.42519,-16.4035,-7.46,-6.2,-6.92,-6.83,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503,-3.20503
