DateTime,ANN_CRU_hhs,ANN_all_hhs,ANN_CRU_days,ANN_all_days
2016-07-14 00:30:00,-2.53,0.33,-2.402,-2.051
2016-07-14 01:00:00,-3.26,-7.1,-3.348,-5.667
2016-07-14 01:30:00,-2.68,4.87,-3.048,-0.276
2016-07-14 02:00:00,-2.6,2.98,-2.762,-0.837
2016-07-14 02:30:00,-4.38,-7.73,-4.12,-5.846
2016-07-14 03:00:00,-5.33,-4.93,-4.97,-5.671
2016-07-14 03:30:00,-5.46,-9.62,-5.22,-8.173
2016-07-14 04:00:00,-6.44,-8.23,-6.064,-7.837
2016-07-14 04:30:00,-6.11,-10.28,-6.104,-8.992
2016-07-14 05:00:00,-6.32,-9.25,-6.124,-8.406
2016-07-14 05:30:00,-5.07,-1.97,-5.51,-4.749
2016-07-14 06:00:00,-4.95,4.39,-5.26,-1.368
2016-07-14 06:30:00,-6.19,1.46,-5.542,-3.302
2016-07-14 07:00:00,-16.96,-8.5,-17.012,-12.617
2016-07-14 07:30:00,-14.57,-4.33,-14.758,-9.488
2016-07-14 08:00:00,-12.74,2.23,-12.32,-5.436
2016-07-14 08:30:00,-11.73,-2.5,-11.536,-6.76
2016-07-14 09:00:00,-9.52,-5.38,-8.238,-6.971
2016-07-14 09:30:00,-11.68,-1.39,-9.972,-4.291
2016-07-14 10:00:00,-12.78,4.34,-11.4,-2.884
2016-07-14 10:30:00,-8.6,0.57,-7.204,-3.785
2016-07-14 11:00:00,-12.5,-9.12,-11.36,-9.736
2016-07-14 11:30:00,-12.3,-7.5,-10.232,-7.653
2016-07-14 12:00:00,-11.28,-2.69,-9.35,-4.906
2016-07-14 12:30:00,-12.88,-3.29,-11.526,-6.19
2016-07-14 13:00:00,-13.72,-10.6,-11.552,-9.632
2016-07-14 13:30:00,-12.23,-1.93,-10.558,-5.609
2016-07-14 14:00:00,-9.9,5.97,-8.732,-1.367
2016-07-14 14:30:00,-12.58,-5.12,-11.244,-7.83
2016-07-14 15:00:00,-10.15,7.86,-8.71,0.116
2016-07-14 15:30:00,-14.06,4.47,-12.45,-2.728
2016-07-14 16:00:00,-14.03,-7.96,-11.964,-8.358
2016-07-14 16:30:00,-12.89,-9.14,-11.688,-9.643
2016-07-14 17:00:00,-21.92,-4.19,-19.128,-9.435
2016-07-14 17:30:00,-13.5,-4.93,-11.718,-8.179
2016-07-14 18:00:00,-10.28,-7.55,-10.466,-9.863
2016-07-14 18:30:00,-11.84,-9.92,-10.768,-9.739
2016-07-14 19:00:00,-7.46,-6.2,-6.92,-6.83
2016-07-14 19:30:00,-10.56,-11.83,-10.768,-11.145
2016-07-14 20:00:00,-9.66,-10.97,-9.992,-10.086
2016-07-14 20:30:00,-8.74,-10.59,-9.266,-9.504
2016-07-14 21:00:00,-7.28,-9.61,-7.566,-8.507
2016-07-14 21:30:00,-7.71,-10.32,-7.914,-8.907
2016-07-14 22:00:00,-7.51,-9.85,-7.678,-8.776
2016-07-14 22:30:00,-7.05,-8.87,-7.006,-8.681
2016-07-14 23:00:00,-8.35,-9.04,-9.594,-10.583
2016-07-14 23:30:00,-8.49,-7.68,-8.928,-8.349
2016-07-15 00:00:00,-6.9,-8.9,-6.988,-8.707
2016-07-15 00:30:00,-6.05,-5.79,-5.682,-5.921
2016-07-15 01:00:00,-7.95,-6.33,-8.238,-7.221
2016-07-15 01:30:00,-8.02,-6.38,-8.486,-7.872
2016-07-15 02:00:00,-9.12,-8.78,-9.422,-10.661
2016-07-15 02:30:00,-9.94,-9.27,-10.35,-11.191
2016-07-15 03:00:00,-14.93,-15.71,-15.584,-17.04
2016-07-15 03:30:00,-10.57,-10.97,-11.03,-12.188
2016-07-15 04:00:00,-10.87,-11.81,-11.366,-12.776
2016-07-15 04:30:00,-8.98,-8.47,-9.41,-9.768
2016-07-15 05:00:00,-13.64,-16.11,-14.046,-16.487
2016-07-15 05:30:00,-16.65,-17.21,-16.708,-18.389
2016-07-15 06:00:00,-15.37,-14.68,-15.206,-15.408
2016-07-15 06:30:00,-24.97,-21.71,-25.096,-24.655
2016-07-15 07:00:00,-26.52,-21.89,-26.622,-25.284
2016-07-15 07:30:00,-30.13,-25.8,-30.136,-28.682
2016-07-15 08:00:00,-31.99,-22.87,-32.1,-28.183
2016-07-15 08:30:00,-37.65,-32.53,-36.586,-33.586
2016-07-15 09:00:00,-26.59,-25,-26.74,-26.178
2016-07-15 09:30:00,-25.12,-18.64,-25.284,-22.285
2016-07-15 10:00:00,-22.55,-21.31,-22.708,-22.69
2016-07-15 10:30:00,-29.26,-28.88,-29.142,-28.654
2016-07-15 11:00:00,-21.08,-13.48,-20.994,-17.423
2016-07-15 11:30:00,-23.87,-18.8,-23.98,-21.507
2016-07-15 12:00:00,-23.86,-16.57,-24.008,-20.613
2016-07-15 12:30:00,-21.1,-15.01,-21.16,-17.796
2016-07-15 13:00:00,-26.26,-24.3,-25.94,-24.255
2016-07-15 13:30:00,-26.59,-23.98,-26.454,-24.403
2016-07-15 14:00:00,-28.56,-22.59,-27.918,-23.862
2016-07-15 14:30:00,-18.83,-15.9,-19.122,-17.024
2016-07-15 15:00:00,-24.16,-24.58,-24.186,-23.864
2016-07-15 15:30:00,-23.93,-19.22,-24.144,-21.916
2016-07-15 16:00:00,-16.1,-13.38,-16.122,-14.354
2016-07-15 16:30:00,-15.26,-12.05,-15.812,-11.853
2016-07-15 17:00:00,-16.82,-12.72,-16.774,-12.257
2016-07-15 17:30:00,-16.96,-7.67,-16.736,-12.059
2016-07-15 18:00:00,-18.02,-8.94,-18.046,-12.349
2016-07-15 18:30:00,-12.33,-5.23,-12.218,-8.698
2016-07-15 19:00:00,-11.98,-10.4,-11.44,-11.134
2016-07-15 19:30:00,-8.1,-13.54,-8.14,-11.808
2016-07-15 20:00:00,-7.64,-8.59,-7.338,-8.249
2016-07-15 20:30:00,-6.54,-2.73,-6.114,-4.575
2016-07-15 21:00:00,-5.85,-7.69,-5.618,-7.077
2016-07-15 21:30:00,-5.07,-7.87,-4.89,-7.455
2016-07-15 22:00:00,-6.79,-8.82,-6.794,-8.66
2016-07-15 22:30:00,-6.46,-3.22,-6.132,-5.338
2016-07-15 23:00:00,-8.83,-13.99,-9.32,-12.096
2016-07-15 23:30:00,-8.23,-2.3,-8.638,-5.625
2016-07-16 00:00:00,-7.89,-3.87,-8.334,-6.256
2016-07-16 00:30:00,-7.11,-8.21,-6.818,-7.891
2016-07-16 01:00:00,-7.95,-10.12,-7.722,-9.24
2016-07-16 01:30:00,-7.49,-10.15,-7.274,-9.127
2016-07-16 02:00:00,-6.97,-8.91,-6.674,-8.28
2016-07-16 02:30:00,-7.49,-11.12,-7.39,-9.728
2016-07-16 03:00:00,-6.51,-9.47,-6.198,-8.459
2016-07-16 03:30:00,-6.76,-10.09,-6.454,-8.747
2016-07-16 04:00:00,-6.26,-4.1,-6.344,-5.885
2016-07-16 04:30:00,-5.96,-3.76,-6.346,-5.26
2016-07-16 05:00:00,-6.74,-6.96,-6.592,-6.488
2016-07-16 05:30:00,-8.98,-10,-9.002,-9.48
2016-07-16 06:00:00,-11.26,-14.29,-10.312,-11.701
2016-07-16 06:30:00,-21.97,-23.27,-20.596,-19.99
2016-07-16 07:00:00,-32.46,-28.16,-30.62,-25.225
2016-07-16 07:30:00,-28.49,-23.57,-28.094,-24.928
2016-07-16 08:00:00,-27.45,-26.2,-26.886,-26.189
2016-07-16 08:30:00,-22.07,-10.34,-20.562,-13.665
2016-07-16 09:00:00,-22.64,-16.83,-21.426,-16.472
2016-07-16 09:30:00,-32.89,-31.7,-30.562,-25.602
2016-07-16 10:00:00,-31.1,-22.31,-30.446,-21.794
2016-07-16 10:30:00,-31.05,-26.08,-30.496,-26.044
2016-07-16 11:00:00,-27.4,-22.82,-26.004,-21.208
2016-07-16 11:30:00,-29.27,-17.7,-28.296,-20.995
2016-07-16 12:00:00,-32.78,-24.36,-32.054,-24.675
2016-07-16 12:30:00,-39.1,-13.19,-40.618,-28.639
2016-07-16 13:00:00,-35.14,-20.47,-35.86,-27.289
2016-07-16 13:30:00,-32.21,-29.06,-31.224,-27.437
2016-07-16 14:00:00,-35.19,-28.14,-34.624,-28.516
2016-07-16 14:30:00,-38.26,-22.55,-38.578,-31.248
2016-07-16 15:00:00,-34.84,-23.05,-33.884,-29.068
2016-07-16 15:30:00,-36.54,-21.14,-36.898,-27.967
2016-07-16 16:00:00,-36.44,-26.61,-35.814,-28.317
2016-07-16 16:30:00,-33.85,-19.59,-33.044,-22.759
2016-07-16 17:00:00,-34.35,-26.41,-33.008,-27.635
2016-07-16 17:30:00,-30.68,-20.02,-29.42,-22.839
2016-07-16 18:00:00,-30.69,-23.31,-29.24,-25.234
2016-07-16 18:30:00,-26.53,-16.9,-25.128,-19.469
2016-07-16 19:00:00,-18.72,-5.76,-18.468,-12.556
2016-07-16 19:30:00,-11.96,-2.63,-12.892,-9.311
2016-07-16 20:00:00,-9.04,-6.76,-10.4,-8.505
2016-07-16 20:30:00,-8.17,-6.35,-9.372,-7.994
2016-07-16 21:00:00,-7.77,-1.41,-9.182,-7.256
2016-07-16 21:30:00,-10.63,-5.97,-10.464,-9.157
2016-07-16 22:00:00,-8.92,-9.07,-9.454,-9.077
2016-07-16 22:30:00,-7.9,-5.07,-9.364,-7.31
2016-07-16 23:00:00,-9.08,-3.72,-9.506,-8.521
2016-07-16 23:30:00,-8.08,-5.9,-9.242,-7.659
2016-07-17 00:00:00,-8.6,-7.89,-9.692,-11.279
2016-07-17 00:30:00,-10.48,-3.56,-10.964,-7.131
2016-07-17 01:00:00,-10.04,-0.31,-10.59,-5.598
2016-07-17 01:30:00,-9.93,-1.55,-10.582,-6.697
2016-07-17 02:00:00,-12.35,-6.49,-12.902,-9.601
2016-07-17 02:30:00,-10.14,-1.75,-10.81,-6.766
2016-07-17 03:00:00,-11.17,-4.05,-11.806,-8.202
2016-07-17 03:30:00,-15.14,-8.92,-15.754,-12.496
2016-07-17 04:00:00,-13.27,-14.77,-13.942,-14.722
2016-07-17 04:30:00,-7.82,-11.84,-8.63,-11.826
2016-07-17 05:00:00,-8.43,-10.07,-9.556,-12.224
2016-07-17 05:30:00,-8.68,-9.18,-9.372,-10.327
2016-07-17 06:00:00,-9.48,-12.77,-10.1,-12.676
2016-07-17 06:30:00,-11.42,-16.73,-12.104,-16.235
2016-07-17 07:00:00,-12.28,-14.28,-12.794,-15.438
2016-07-17 07:30:00,-16.74,-21.39,-15.978,-20.291
2016-07-17 08:00:00,-27.67,-32.46,-27.182,-29.433
2016-07-17 08:30:00,-31.86,-43.28,-31.474,-37.914
2016-07-17 09:00:00,-27.85,-30.59,-27.174,-29.678
2016-07-17 09:30:00,-28.8,-33.19,-28.146,-31.784
2016-07-17 10:00:00,-31.88,-29.82,-31.108,-30.608
2016-07-17 10:30:00,-29.77,-30.95,-29.39,-30.516
2016-07-17 11:00:00,-31.9,-32.94,-32.972,-33.867
2016-07-17 11:30:00,-27.63,-25.68,-29.112,-28.094
2016-07-17 12:00:00,-24.47,-22.9,-23.596,-23.189
2016-07-17 12:30:00,-27.06,-24.41,-26.49,-25.211
2016-07-17 13:00:00,-25.57,-25.02,-24.46,-24.733
2016-07-17 13:30:00,-20.05,-10.92,-20.52,-16.38
2016-07-17 14:00:00,-16.11,-15.71,-15.192,-15.543
2016-07-17 14:30:00,-15.7,-17.03,-14.894,-16.226
2016-07-17 15:00:00,-14.9,-13.19,-13.594,-13.858
2016-07-17 15:30:00,-13.91,-19.57,-12.164,-16.516
2016-07-17 16:00:00,-15.07,-16.31,-15.818,-16.388
2016-07-17 16:30:00,-9.94,-10.93,-8.07,-9.265
2016-07-17 17:00:00,-7.74,-4.26,-6.83,-3.87
2016-07-17 17:30:00,-13.31,-25.97,-11.864,-16.962
2016-07-17 18:00:00,-14.05,-24.72,-12.446,-19.181
2016-07-17 18:30:00,-11.57,-18.82,-9.78,-15.053
2016-07-17 19:00:00,-9.58,-15.12,-8.084,-12.412
2016-07-17 19:30:00,-8.12,-13.62,-7.896,-11.294
2016-07-17 20:00:00,-10.12,-18.15,-10.964,-14.249
2016-07-17 20:30:00,-8.26,-13.97,-9.118,-12.394
2016-07-17 21:00:00,-6.69,29.27,-6.816,10.193
2016-07-17 21:30:00,-8.77,17.26,-9.878,3.282
2016-07-17 22:00:00,-7.76,-9.12,-8.034,-8.106
2016-07-17 22:30:00,-8.37,-16.34,-9.234,-12.06
2016-07-17 23:00:00,-7.15,-14.59,-7.304,-9.974
2016-07-17 23:30:00,-5.55,-6.38,-5.386,-5.529
2016-07-18 00:00:00,-7.32,-13.66,-7.7,-10.205
2016-07-18 00:30:00,-7.52,-15.19,-8.226,-11.932
2016-07-18 01:00:00,-7.2,-12.23,-7.726,-11.074
2016-07-18 01:30:00,-6.84,-14.86,-7.066,-11.194
2016-07-18 02:00:00,-6.24,-13.89,-5.864,-9.865
2016-07-18 02:30:00,-7.85,-16.49,-9.02,-13.123
2016-07-18 03:00:00,-7.29,-13.69,-7.786,-11.387
2016-07-18 03:30:00,-7.54,-14.46,-8.45,-11.744
2016-07-18 04:00:00,-8.11,-15.18,-9.562,-12.699
2016-07-18 04:30:00,-7.84,-12.46,-8.624,-12.174
2016-07-18 05:00:00,-9.55,-14.93,-11.142,-13.23
2016-07-18 05:30:00,-9.22,-18.22,-9.038,-13.935
2016-07-18 06:00:00,-14.16,-25.98,-13.196,-19.968
2016-07-18 06:30:00,-18.07,-30.18,-16.862,-23.755
2016-07-18 07:00:00,-26.55,-42.27,-24.522,-34.301
2016-07-18 07:30:00,-23.3,-41.18,-22.326,-31.864
2016-07-18 08:00:00,-24.68,-37.28,-24.592,-30.012
2016-07-18 08:30:00,-24.86,-31.33,-24.848,-27.816
2016-07-18 09:00:00,-22.55,-24.69,-23.818,-23.349
2016-07-18 09:30:00,-19.82,-20.15,-21.818,-19.896
2016-07-18 10:00:00,-19.54,-16.51,-22.182,-18.96
2016-07-18 10:30:00,-18.88,-15.89,-21.768,-18.353
2016-07-18 11:00:00,-17.91,-19.31,-21.632,-19.474
2016-07-18 11:30:00,-20.62,-14.37,-23.944,-20.183
2016-07-18 12:00:00,-29,-18.08,-31.132,-27.458
2016-07-18 12:30:00,-33.06,-18.58,-34.508,-30.401
2016-07-18 13:00:00,-23.5,-10.99,-26.268,-21.26
2016-07-18 13:30:00,-29,-16.78,-31.138,-27.623
2016-07-18 14:00:00,-22.64,-15.14,-25.318,-21.971
2016-07-18 14:30:00,-22.92,-18.2,-25.31,-22.546
2016-07-18 15:00:00,-23.68,-14.96,-25.828,-22.133
2016-07-18 15:30:00,-21.06,-6.31,-23.222,-15.892
2016-07-18 16:00:00,-21.29,-7.61,-21.63,-13.471
2016-07-18 16:30:00,-22.5,-14.12,-23.34,-17.919
2016-07-18 17:00:00,-21.58,-8.7,-21.584,-14.601
2016-07-18 17:30:00,-22.44,-6.92,-22.952,-14.89
2016-07-18 18:00:00,-22.73,-4.81,-22.222,-13.569
2016-07-18 18:30:00,-20.09,4.28,-18.532,-7.765
2016-07-18 19:00:00,-13.23,-0.79,-12.892,-7.767
2016-07-18 19:30:00,-11.42,-3.41,-10.784,-6.708
2016-07-18 20:00:00,-6.11,-1.82,-5.736,-3.41
2016-07-18 20:30:00,-4.92,-1.87,-4.636,-2.701
2016-07-18 21:00:00,-4.92,-2.87,-4.756,-3.534
2016-07-18 21:30:00,-4.96,-7.51,-5.072,-5.975
2016-07-18 22:00:00,-5.69,-7.65,-5.93,-6.251
2016-07-18 22:30:00,-8.41,-13.02,-9.128,-10.579
2016-07-18 23:00:00,-6.02,-5.84,-6.178,-5.451
2016-07-18 23:30:00,-6.14,-3.37,-6.162,-4.452
2016-07-19 00:00:00,-6.55,-4.98,-6.74,-5.712
2016-07-19 00:30:00,-7.65,-8.02,-8.28,-8.746
2016-07-19 01:00:00,-6.72,-2.67,-6.64,-5.221
2016-07-19 01:30:00,-6.21,-3.57,-6.218,-5.476
2016-07-19 02:00:00,-4.58,-3.02,-4.406,-4.548
2016-07-19 02:30:00,-5.37,0.01,-4.164,-1.422
2016-07-19 03:00:00,-5.19,-8.31,-4.326,-5.411
2016-07-19 03:30:00,-5.85,-7.93,-5.106,-6.098
2016-07-19 04:00:00,-6.9,-10.03,-6.686,-8.466
2016-07-19 04:30:00,-7.67,-11.26,-7.792,-9.915
2016-07-19 05:00:00,-9.01,-11.58,-9.23,-10.811
2016-07-19 05:30:00,-11.5,-15.52,-11.814,-14.215
2016-07-19 06:00:00,-23.51,-28.07,-23.64,-26.176
2016-07-19 06:30:00,-26.5,-33.72,-25.35,-29.938
2016-07-19 07:00:00,-38.84,-49.89,-39.9,-46.597
2016-07-19 07:30:00,-43.1,-56.32,-44.808,-52.994
2016-07-19 08:00:00,-38.06,-39.62,-39.382,-40.117
2016-07-19 08:30:00,-31.74,-32.43,-32.244,-32.892
2016-07-19 09:00:00,-29.86,-28.18,-29.868,-29.838
2016-07-19 09:30:00,-23.57,-25.57,-23.946,-25.465
2016-07-19 10:00:00,-23.06,-25.43,-22.988,-24.262
2016-07-19 10:30:00,-25.11,-20.16,-25.606,-23.378
2016-07-19 11:00:00,-22.63,-19.61,-23.416,-22.675
2016-07-19 11:30:00,-20.41,-21.57,-20.486,-20.891
2016-07-19 12:00:00,-20.9,-20.82,-21.448,-21.694
2016-07-19 12:30:00,-18.78,-3.9,-19.342,-12.424
2016-07-19 13:00:00,-20.35,-0.37,-21.644,-14.388
2016-07-19 13:30:00,-18.11,-10.09,-19.19,-15.806
2016-07-19 14:00:00,-16.08,-13.96,-16.748,-16.324
2016-07-19 14:30:00,-19.53,-8.95,-19.94,-16.877
2016-07-19 15:00:00,-21.95,-2.47,-23.024,-16.155
2016-07-19 15:30:00,-31.69,-28.44,-32.834,-32.374
2016-07-19 16:00:00,-21.51,0.42,-21.008,-11.177
2016-07-19 16:30:00,-28.76,-11.35,-29.398,-20.114
2016-07-19 17:00:00,-29.2,-10.73,-29.086,-19.381
2016-07-19 17:30:00,-13.61,9.99,-12.172,-0.901
2016-07-19 18:00:00,-16,1.49,-14.66,-5.891
2016-07-19 18:30:00,-21.15,-12.01,-21.284,-17.214
2016-07-19 19:00:00,-13.16,-0.52,-12.206,-6.215
2016-07-19 19:30:00,-7.27,2.25,-6.698,-2.874
2016-07-19 20:00:00,-4.91,-3.4,-5.31,-6.021
2016-07-19 20:30:00,-6.41,-5.69,-7.07,-7.589
2016-07-19 21:00:00,-9.96,-7.14,-10.826,-9.023
2016-07-19 21:30:00,-8.07,-2.15,-8.554,-5.363
2016-07-19 22:00:00,-8.48,-4.65,-9.024,-6.281
2016-07-19 22:30:00,-7.55,-5.79,-7.758,-5.823
2016-07-19 23:00:00,-7.24,-2.97,-7.37,-4.576
2016-07-19 23:30:00,-8.5,-5.3,-9.036,-6.743
2016-07-20 00:00:00,-7.31,-3.49,-7.196,-5.034
2016-07-20 00:30:00,-9.87,-7.94,-10.41,-8.829
2016-07-20 01:00:00,-7.9,-3.4,-8.15,-5.691
2016-07-20 01:30:00,-8.44,-5.3,-8.742,-6.792
2016-07-20 02:00:00,-8.04,-4.66,-8.51,-6.404
2016-07-20 02:30:00,-7.45,-2.27,-7.55,-4.573
2016-07-20 03:00:00,-8.27,-6.17,-8.582,-7.079
2016-07-20 03:30:00,-8.34,-6.29,-8.818,-7.337
2016-07-20 04:00:00,-8.08,-6.63,-8.718,-7.635
2016-07-20 04:30:00,-8.07,-5.67,-8.394,-6.987
2016-07-20 05:00:00,-9.8,-5.48,-9.816,-7.289
2016-07-20 05:30:00,-14.89,-12.82,-15.054,-13.557
2016-07-20 06:00:00,-23.55,-22.1,-23.57,-22.155
2016-07-20 06:30:00,-28.55,-24.67,-28.88,-25.711
2016-07-20 07:00:00,-24.14,-26.67,-23.86,-24.437
2016-07-20 07:30:00,-29.25,-33.41,-29.822,-31.504
2016-07-20 08:00:00,-37.09,-40.16,-38.822,-39.609
2016-07-20 08:30:00,-34.24,-28.96,-35.212,-31.164
2016-07-20 09:00:00,-36.21,-36.02,-36.286,-35.514
2016-07-20 09:30:00,-34.43,-48.67,-32.292,-38.219
2016-07-20 10:00:00,-31.19,-37.16,-28.638,-30.278
2016-07-20 10:30:00,-27.71,-39.06,-24.67,-27.992
2016-07-20 11:00:00,-32.73,-28.51,-33.664,-30.191
2016-07-20 11:30:00,-40.22,-46.17,-40.154,-41.669
2016-07-20 12:00:00,-25.31,-21.33,-25.27,-22.133
2016-07-20 12:30:00,-23.25,-12.64,-22.922,-15.67
2016-07-20 13:00:00,-35.72,-26.17,-37.366,-30.41
2016-07-20 13:30:00,-29.39,-37.66,-29.724,-34.707
2016-07-20 14:00:00,-34.84,-33.24,-36.336,-34.946
2016-07-20 14:30:00,-22.18,-15.09,-21.782,-16.567
2016-07-20 15:00:00,-33.9,-21.23,-35.016,-26.66
2016-07-20 15:30:00,-21.34,-16.56,-20.882,-17.143
2016-07-20 16:00:00,-23.4,-29.42,-23.194,-27.448
2016-07-20 16:30:00,-31.81,-31.99,-33.022,-32.61
2016-07-20 17:00:00,-19.53,-3.46,-18.74,-9.1
2016-07-20 17:30:00,-21.44,-19.63,-20.986,-19.363
2016-07-20 18:00:00,-24.23,-27.17,-24.288,-25.324
2016-07-20 18:30:00,-21.13,-23.83,-20.692,-21.658
2016-07-20 19:00:00,-19.03,-8.73,-18.214,-12.599
2016-07-20 19:30:00,-9.85,-3.59,-9.18,-5.695
2016-07-20 20:00:00,-7.03,-4.69,-6.918,-5.362
2016-07-20 20:30:00,-6.61,-3.23,-6.466,-4.366
2016-07-20 21:00:00,-8.15,-6.74,-8.412,-7.412
2016-07-20 21:30:00,-6.93,-1.83,-6.774,-4.146
2016-07-20 22:00:00,-6.6,-4.41,-6.454,-5.165
2016-07-20 22:30:00,-6.78,-2.77,-6.636,-4.56
2016-07-20 23:00:00,-6.61,-5.94,-6.386,-6.376
2016-07-20 23:30:00,-6.58,-3.92,-6.404,-4.977
2016-07-21 00:00:00,-6.6,-5.67,-6.494,-5.952
2016-07-21 00:30:00,-6.53,-5.81,-6.266,-5.794
2016-07-21 01:00:00,-6.67,-4.58,-6.722,-5.991
2016-07-21 01:30:00,-7.01,-6.95,-6.744,-6.482
2016-07-21 02:00:00,-6.82,-6.28,-6.666,-6.339
2016-07-21 02:30:00,-7.19,-7.5,-6.964,-7.148
2016-07-21 03:00:00,-7.23,-8.44,-7.028,-7.93
2016-07-21 03:30:00,-7.27,-7.17,-7.134,-7.032
2016-07-21 04:00:00,-7.6,-8.68,-7.424,-8.004
2016-07-21 04:30:00,-8.81,-9.47,-8.77,-8.951
2016-07-21 05:00:00,-10.05,-9.17,-10.21,-8.778
2016-07-21 05:30:00,-15.27,-15.49,-14.872,-14.891
2016-07-21 06:00:00,-20.34,-20.99,-19.93,-19.772
2016-07-21 06:30:00,-23.9,-28.48,-23.31,-26.545
2016-07-21 07:00:00,-36.58,-28.42,-37.694,-35.757
2016-07-21 07:30:00,-40.56,-45.42,-42.874,-47.429
2016-07-21 08:00:00,-43.84,-43.2,-47.018,-47.811
2016-07-21 08:30:00,-33.14,-32.37,-33.64,-33.023
2016-07-21 09:00:00,-29.95,-27.99,-29.68,-28.222
2016-07-21 09:30:00,-39.37,-34.05,-39.684,-36.965
2016-07-21 10:00:00,-52.31,-39.68,-52.978,-47.939
2016-07-21 10:30:00,-37.63,-37.51,-37.374,-37.652
2016-07-21 11:00:00,-36.32,-34.87,-36.19,-34.94
2016-07-21 11:30:00,-35.01,-31.58,-34.93,-32.741
2016-07-21 12:00:00,-28.63,-35.71,-27.578,-31.007
2016-07-21 12:30:00,-39.67,-31.32,-40.394,-34.286
2016-07-21 13:00:00,-47.81,-37.68,-49.206,-44.539
2016-07-21 13:30:00,-45.01,-41.41,-44.99,-43.87
2016-07-21 14:00:00,-44.93,-36.16,-44.332,-41.169
2016-07-21 14:30:00,-39.76,-44.14,-38.928,-41.595
2016-07-21 15:00:00,-38.66,-34.93,-38.348,-37.059
2016-07-21 15:30:00,-40.95,-36.02,-41.614,-39.526
2016-07-21 16:00:00,-33.5,-42.66,-32.924,-38.716
2016-07-21 16:30:00,-35.02,-33.26,-35.142,-34.269
2016-07-21 17:00:00,-29.67,-22.3,-29.038,-25.471
2016-07-21 17:30:00,-23.86,-19.73,-22.296,-20.703
2016-07-21 18:00:00,-24.98,-18.55,-24.178,-21.277
2016-07-21 18:30:00,-19.71,-15.47,-18.656,-16.704
2016-07-21 19:00:00,-11.31,-7.77,-11.766,-10.358
2016-07-21 19:30:00,-12.28,-14.94,-12.35,-14.404
2016-07-21 20:00:00,-10.23,-15.02,-10.512,-12.721
2016-07-21 20:30:00,-10.16,-12.46,-9.964,-10.277
2016-07-21 21:00:00,-8.45,-10.88,-8.74,-9.208
2016-07-21 21:30:00,-8.31,-10.31,-8.528,-9.085
2016-07-21 22:00:00,-8.46,-11.1,-8.496,-9.754
2016-07-21 22:30:00,-7.99,-11.83,-8.016,-10.308
2016-07-21 23:00:00,-7.36,-9.91,-7.256,-8.362
2016-07-21 23:30:00,-7.25,-13.78,-7.078,-9.963
2016-07-22 00:00:00,-6.78,-6.1,-6.866,-6.18
2016-07-22 00:30:00,-7.17,-11.58,-7.516,-9.323
2016-07-22 01:00:00,-7.34,-12.46,-7.696,-10.041
2016-07-22 01:30:00,-8.69,-15.59,-9.46,-12.246
2016-07-22 02:00:00,-8.18,-14.71,-9.018,-12.095
2016-07-22 02:30:00,-7.27,-9.98,-7.276,-8.19
2016-07-22 03:00:00,-7.26,-9.88,-7.534,-8.707
2016-07-22 03:30:00,-7.24,-11.71,-7.254,-8.955
2016-07-22 04:00:00,-7.47,-10,-7.59,-9.474
2016-07-22 04:30:00,-7.18,-14,-6.7,-9.067
2016-07-22 05:00:00,-7.99,-14.69,-7.874,-10.525
2016-07-22 05:30:00,-9.34,-14.58,-8.388,-10.695
2016-07-22 06:00:00,-12.67,-20.55,-12.206,-15.742
2016-07-22 06:30:00,-20.35,-28.12,-18.958,-22.231
2016-07-22 07:00:00,-31.08,-40.07,-29.45,-32.632
2016-07-22 07:30:00,-24.44,-37.61,-23.644,-29.033
2016-07-22 08:00:00,-24.45,-32.25,-23.46,-26.896
2016-07-22 08:30:00,-23.44,-33.03,-23.228,-27.881
2016-07-22 09:00:00,-33.77,-52.64,-34.736,-42.259
2016-07-22 09:30:00,-31.94,-44.09,-31.61,-36.762
2016-07-22 10:00:00,-39.44,-50.62,-40.372,-44.577
2016-07-22 10:30:00,-25.46,-38.93,-26.326,-32.919
2016-07-22 11:00:00,-36.99,-61.67,-37.392,-46.982
2016-07-22 11:30:00,-42.34,-59.4,-42.08,-48.235
2016-07-22 12:00:00,-34.44,-45.06,-34.76,-39
2016-07-22 12:30:00,-31.12,-28.59,-32.286,-30.4
2016-07-22 13:00:00,-42.43,-73.53,-42.27,-54.465
2016-07-22 13:30:00,-31.88,-16.93,-32.304,-28.421
2016-07-22 14:00:00,-25.08,-39.7,-25.786,-34.57
2016-07-22 14:30:00,-22.52,-26.49,-22.98,-25.306
2016-07-22 15:00:00,-29.24,-55.88,-29.87,-42.785
2016-07-22 15:30:00,-27.14,-32.99,-27.26,-32.832
2016-07-22 16:00:00,-28.61,-48.74,-29.344,-39.8
2016-07-22 16:30:00,-24.69,-24.5,-24.222,-25.461
2016-07-22 17:00:00,-27.28,-41.94,-27.954,-36.6
2016-07-22 17:30:00,-16.78,-18.38,-17.056,-18.863
2016-07-22 18:00:00,-20.62,-24.22,-21.08,-24.563
2016-07-22 18:30:00,-20.66,-14.57,-19.322,-18.086
2016-07-22 19:00:00,-11.58,-12.34,-11.318,-12.961
2016-07-22 19:30:00,-6.56,-7.37,-4.942,-5.666
2016-07-22 20:00:00,-7.25,-8.45,-7.798,-8.931
